Geography,Geography code,All usual residents: All ages,All usual residents:  0 years,All usual residents:  1 year,All usual residents:  2 years,All usual residents:  3 years,All usual residents:  4 years,All usual residents:  5 years,All usual residents:  6 years,All usual residents:  7 years,All usual residents:  8 years,All usual residents:  9 years,All usual residents:  10 years,All usual residents:  11 years,All usual residents:  12 years,All usual residents:  13 years,All usual residents:  14 years,All usual residents:  15 years,All usual residents:  16 years,All usual residents:  17 years,All usual residents:  18 years,All usual residents:  19 years,All usual residents:  20 years,All usual residents:  21 years,All usual residents:  22 years,All usual residents:  23 years,All usual residents:  24 years,All usual residents:  25 years,All usual residents:  26 years,All usual residents:  27 years,All usual residents:  28 years,All usual residents:  29 years,All usual residents:  30 years,All usual residents:  31 years,All usual residents:  32 years,All usual residents:  33 years,All usual residents:  34 years,All usual residents:  35 years,All usual residents:  36 years,All usual residents:  37 years,All usual residents:  38 years,All usual residents:  39 years,All usual residents:  40 years,All usual residents:  41 years,All usual residents:  42 years,All usual residents:  43 years,All usual residents:  44 years,All usual residents:  45 years,All usual residents:  46 years,All usual residents:  47 years,All usual residents:  48 years,All usual residents:  49 years,All usual residents:  50 years,All usual residents:  51 years,All usual residents:  52 years,All usual residents:  53 years,All usual residents:  54 years,All usual residents:  55 years,All usual residents:  56 years,All usual residents:  57 years,All usual residents:  58 years,All usual residents:  59 years,All usual residents:  60 years,All usual residents:  61 years,All usual residents:  62 years,All usual residents:  63 years,All usual residents:  64 years,All usual residents:  65 years,All usual residents:  66 years,All usual residents:  67 years,All usual residents:  68 years,All usual residents:  69 years,All usual residents:  70 years,All usual residents:  71 years,All usual residents:  72 years,All usual residents:  73 years,All usual residents:  74 years,All usual residents:  75 years,All usual residents:  76 years,All usual residents:  77 years,All usual residents:  78 years,All usual residents:  79 years,All usual residents:  80 years,All usual residents:  81 years,All usual residents:  82 years,All usual residents:  83 years,All usual residents:  84 years,All usual residents:  85 years,All usual residents:  86 years,All usual residents:  87 years,All usual residents:  88 years,All usual residents:  89 years,All usual residents:  90 years,All usual residents:  91 years,All usual residents:  92 years,All usual residents:  93 years,All usual residents:  94 years,All usual residents:  95 years,All usual residents:  96 years,All usual residents:  97 years,All usual residents:  98 years,All usual residents:  99 years,All usual residents:  100+ years,Female:  All ages,Female:  0 years,Female:  1 year,Female:  2 years,Female:  3 years,Female:  4 years,Female:  5 years,Female:  6 years,Female:  7 years,Female:  8 years,Female:  9 years,Female:  10 years,Female:  11 years,Female:  12 years,Female:  13 years,Female:  14 years,Female:  15 years,Female:  16 years,Female:  17 years,Female:  18 years,Female:  19 years,Female:  20 years,Female:  21 years,Female:  22 years,Female:  23 years,Female:  24 years,Female:  25 years,Female:  26 years,Female:  27 years,Female:  28 years,Female:  29 years,Female:  30 years,Female:  31 years,Female:  32 years,Female:  33 years,Female:  34 years,Female:  35 years,Female:  36 years,Female:  37 years,Female:  38 years,Female:  39 years,Female:  40 years,Female:  41 years,Female:  42 years,Female:  43 years,Female:  44 years,Female:  45 years,Female:  46 years,Female:  47 years,Female:  48 years,Female:  49 years,Female:  50 years,Female:  51 years,Female:  52 years,Female:  53 years,Female:  54 years,Female:  55 years,Female:  56 years,Female:  57 years,Female:  58 years,Female:  59 years,Female:  60 years,Female:  61 years,Female:  62 years,Female:  63 years,Female:  64 years,Female:  65 years,Female:  66 years,Female:  67 years,Female:  68 years,Female:  69 years,Female:  70 years,Female:  71 years,Female:  72 years,Female:  73 years,Female:  74 years,Female:  75 years,Female:  76 years,Female:  77 years,Female:  78 years,Female:  79 years,Female:  80 years,Female:  81 years,Female:  82 years,Female:  83 years,Female:  84 years,Female:  85 years,Female:  86 years,Female:  87 years,Female:  88 years,Female:  89 years,Female:  90 years,Female:  91 years,Female:  92 years,Female:  93 years,Female:  94 years,Female:  95 years,Female:  96 years,Female:  97 years,Female:  98 years,Female:  99 years,Female:  100+ years,Male:  All ages,Male:  0 years,Male:  1 year,Male:  2 years,Male:  3 years,Male:  4 years,Male:  5 years,Male:  6 years,Male:  7 years,Male:  8 years,Male:  9 years,Male:  10 years,Male:  11 years,Male:  12 years,Male:  13 years,Male:  14 years,Male:  15 years,Male:  16 years,Male:  17 years,Male:  18 years,Male:  19 years,Male:  20 years,Male:  21 years,Male:  22 years,Male:  23 years,Male:  24 years,Male:  25 years,Male:  26 years,Male:  27 years,Male:  28 years,Male:  29 years,Male:  30 years,Male:  31 years,Male:  32 years,Male:  33 years,Male:  34 years,Male:  35 years,Male:  36 years,Male:  37 years,Male:  38 years,Male:  39 years,Male:  40 years,Male:  41 years,Male:  42 years,Male:  43 years,Male:  44 years,Male:  45 years,Male:  46 years,Male:  47 years,Male:  48 years,Male:  49 years,Male:  50 years,Male:  51 years,Male:  52 years,Male:  53 years,Male:  54 years,Male:  55 years,Male:  56 years,Male:  57 years,Male:  58 years,Male:  59 years,Male:  60 years,Male:  61 years,Male:  62 years,Male:  63 years,Male:  64 years,Male:  65 years,Male:  66 years,Male:  67 years,Male:  68 years,Male:  69 years,Male:  70 years,Male:  71 years,Male:  72 years,Male:  73 years,Male:  74 years,Male:  75 years,Male:  76 years,Male:  77 years,Male:  78 years,Male:  79 years,Male:  80 years,Male:  81 years,Male:  82 years,Male:  83 years,Male:  84 years,Male:  85 years,Male:  86 years,Male:  87 years,Male:  88 years,Male:  89 years,Male:  90 years,Male:  91 years,Male:  92 years,Male:  93 years,Male:  94 years,Male:  95 years,Male:  96 years,Male:  97 years,Male:  98 years,Male:  99 years,Male:  100+ years
Oldpark_L,N21000171,2256,34,26,32,27,33,26,46,30,40,38,38,44,29,33,25,35,30,35,29,27,30,38,67,45,29,23,41,24,34,38,28,37,30,36,32,30,25,27,29,35,41,36,20,23,22,23,17,24,24,13,29,29,31,32,36,36,19,36,35,27,24,25,27,24,20,21,14,15,18,23,8,14,7,6,9,11,16,13,9,12,3,4,7,6,5,3,3,2,3,5,4,1,1,2,0,2,0,0,0,1,0,1150,16,14,18,18,16,14,19,15,22,18,24,20,18,17,12,22,13,16,10,17,17,12,13,18,17,10,24,14,19,16,18,18,15,22,18,13,12,17,12,16,29,19,10,15,13,14,5,12,14,9,15,12,17,17,17,15,9,17,20,14,16,7,16,5,11,11,8,8,7,13,5,10,5,3,5,8,10,6,6,6,2,1,4,4,2,2,0,2,3,2,3,1,1,1,0,2,0,0,0,1,0,1106,18,12,14,9,17,12,27,15,18,20,14,24,11,16,13,13,17,19,19,10,13,26,54,27,12,13,17,10,15,22,10,19,15,14,14,17,13,10,17,19,12,17,10,8,9,9,12,12,10,4,14,17,14,15,19,21,10,19,15,13,8,18,11,19,9,10,6,7,11,10,3,4,2,3,4,3,6,7,3,6,1,3,3,2,3,1,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0
Oldpark_N,N21000172,2382,26,27,32,40,41,42,33,51,54,49,53,54,56,44,35,48,40,43,35,33,28,33,27,26,22,24,29,33,33,35,33,36,38,33,28,39,38,35,43,29,31,25,19,30,24,33,21,26,33,21,24,24,33,25,32,35,24,34,32,23,23,21,23,27,14,22,18,16,16,15,12,10,13,12,8,13,18,13,10,10,1,8,6,4,2,7,4,3,0,1,0,1,3,0,0,1,0,0,0,0,0,1281,10,12,10,21,13,19,7,20,21,21,31,27,28,25,18,25,21,17,18,19,15,18,14,14,17,15,16,16,22,19,20,23,21,21,17,22,28,26,31,16,23,14,13,15,14,18,15,12,18,8,13,14,15,12,18,23,14,19,17,14,14,14,16,12,8,13,9,12,10,7,4,5,6,4,7,9,9,6,3,6,0,4,4,3,1,5,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1101,16,15,22,19,28,23,26,31,33,28,22,27,28,19,17,23,19,26,17,14,13,15,13,12,5,9,13,17,11,16,13,13,17,12,11,17,10,9,12,13,8,11,6,15,10,15,6,14,15,13,11,10,18,13,14,12,10,15,15,9,9,7,7,15,6,9,9,4,6,8,8,5,7,8,1,4,9,7,7,4,1,4,2,1,1,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Oldpark_P,N21000173,1280,17,16,21,19,16,17,20,22,19,21,15,19,21,18,12,17,14,22,11,10,17,13,17,18,13,11,17,16,20,18,21,21,16,21,14,29,11,10,13,19,9,10,11,20,11,15,19,15,14,8,17,9,10,26,20,27,16,18,17,23,10,12,15,10,21,18,13,7,9,12,10,8,16,14,7,15,7,11,11,5,4,7,3,11,2,3,2,3,2,3,3,4,2,0,1,1,1,0,0,0,0,677,9,7,12,10,4,5,7,14,8,9,9,11,12,8,2,9,8,10,5,5,7,7,9,13,7,5,10,12,13,12,14,14,7,12,7,16,3,5,8,11,6,4,9,10,8,9,10,8,6,3,8,5,3,10,10,14,8,8,10,16,2,6,9,7,11,9,9,3,5,8,8,5,6,6,5,8,5,5,3,3,1,6,3,4,2,3,0,1,2,2,2,4,1,0,0,1,1,0,0,0,0,603,8,9,9,9,12,12,13,8,11,12,6,8,9,10,10,8,6,12,6,5,10,6,8,5,6,6,7,4,7,6,7,7,9,9,7,13,8,5,5,8,3,6,2,10,3,6,9,7,8,5,9,4,7,16,10,13,8,10,7,7,8,6,6,3,10,9,4,4,4,4,2,3,10,8,2,7,2,6,8,2,3,1,0,7,0,0,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0
Oldpark_Q,N21000174,2049,31,21,50,30,39,37,41,31,44,36,35,37,33,33,42,34,21,27,17,30,27,37,30,25,32,38,30,23,39,23,34,23,35,27,30,27,22,29,27,25,33,15,23,21,22,22,28,30,20,20,24,25,17,15,23,16,32,23,18,31,30,20,19,10,13,7,18,8,15,15,12,13,18,19,15,10,11,14,12,8,12,7,8,2,0,5,3,1,3,1,6,1,1,1,1,0,0,0,0,0,0,1099,16,13,18,16,20,23,21,12,28,20,21,16,17,14,15,20,7,16,4,13,13,22,16,13,15,24,16,15,25,13,21,14,19,14,19,18,12,18,22,13,17,11,12,12,16,11,19,12,12,11,16,12,7,8,13,10,15,16,8,17,15,11,8,6,8,3,8,3,8,10,5,7,6,7,11,7,9,7,7,4,4,2,2,0,0,3,2,1,3,0,3,0,1,0,1,0,0,0,0,0,0,950,15,8,32,14,19,14,20,19,16,16,14,21,16,19,27,14,14,11,13,17,14,15,14,12,17,14,14,8,14,10,13,9,16,13,11,9,10,11,5,12,16,4,11,9,6,11,9,18,8,9,8,13,10,7,10,6,17,7,10,14,15,9,11,4,5,4,10,5,7,5,7,6,12,12,4,3,2,7,5,4,8,5,6,2,0,2,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0
Oldpark_R,N21000175,2292,43,44,36,46,39,33,34,31,41,43,33,27,42,26,29,42,28,26,23,29,30,26,29,24,37,34,31,43,27,47,40,43,52,38,33,46,34,25,37,31,23,36,34,34,22,18,24,14,22,26,27,34,30,21,26,37,31,30,20,22,28,25,13,18,16,25,13,10,11,16,7,16,16,7,13,10,9,11,3,4,15,18,17,4,10,4,2,5,6,1,2,2,0,1,1,0,0,0,0,0,0,1147,17,23,23,15,18,18,16,19,21,24,15,15,24,12,18,15,16,13,12,16,16,12,18,15,23,19,14,22,11,29,24,22,24,15,19,18,14,13,18,15,14,17,17,17,10,8,15,9,13,12,12,19,12,10,12,13,16,14,9,10,11,5,8,8,10,10,8,4,5,7,4,8,9,1,6,8,5,7,0,1,3,14,9,0,5,2,1,5,6,1,2,2,0,1,1,0,0,0,0,0,0,1145,26,21,13,31,21,15,18,12,20,19,18,12,18,14,11,27,12,13,11,13,14,14,11,9,14,15,17,21,16,18,16,21,28,23,14,28,20,12,19,16,9,19,17,17,12,10,9,5,9,14,15,15,18,11,14,24,15,16,11,12,17,20,5,10,6,15,5,6,6,9,3,8,7,6,7,2,4,4,3,3,12,4,8,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldpark_S,N21000176,1449,21,17,11,14,11,12,18,14,11,26,11,13,11,11,18,15,19,13,11,19,18,11,18,9,28,13,10,21,25,11,23,22,19,21,23,22,19,18,23,19,22,16,19,15,18,20,22,18,14,27,30,18,21,26,30,32,48,30,13,32,23,20,16,13,18,16,18,16,13,9,10,14,11,5,12,8,10,12,10,9,5,3,5,1,16,5,0,1,1,2,1,2,0,3,0,1,0,0,0,0,0,638,8,9,5,8,7,7,7,4,5,10,3,8,7,4,8,8,3,6,6,9,8,3,8,2,12,6,4,7,13,3,14,7,8,8,7,15,7,10,8,12,5,7,7,5,6,7,9,8,2,10,10,6,7,14,11,7,22,10,3,18,11,7,10,8,9,10,9,7,7,3,2,10,7,5,6,1,6,11,5,4,2,1,3,1,13,3,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0,811,13,8,6,6,4,5,11,10,6,16,8,5,4,7,10,7,16,7,5,10,10,8,10,7,16,7,6,14,12,8,9,15,11,13,16,7,12,8,15,7,17,9,12,10,12,13,13,10,12,17,20,12,14,12,19,25,26,20,10,14,12,13,6,5,9,6,9,9,6,6,8,4,4,0,6,7,4,1,5,5,3,2,2,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Oldpark_T,N21000177,1559,15,19,24,17,12,14,20,23,16,17,25,29,20,27,17,20,14,26,20,16,23,12,12,13,17,15,13,22,23,20,32,16,17,22,30,21,23,16,21,32,24,20,18,13,13,15,16,19,18,17,21,18,22,27,24,24,21,24,21,21,29,19,17,17,22,23,17,14,20,16,17,13,17,15,12,11,9,6,11,9,11,6,10,4,4,3,2,3,3,4,4,2,0,1,1,0,0,0,0,0,0,820,8,8,7,11,7,8,11,11,9,7,17,19,12,13,11,8,7,10,9,6,13,8,5,8,8,10,6,12,10,9,13,10,12,13,16,9,12,8,11,18,10,8,9,10,7,3,11,9,10,9,13,10,14,13,11,15,12,8,12,16,14,13,8,10,12,10,8,5,8,9,9,9,8,9,9,7,4,4,6,5,8,1,7,1,1,2,1,3,2,2,3,1,0,1,0,0,0,0,0,0,0,739,7,11,17,6,5,6,9,12,7,10,8,10,8,14,6,12,7,16,11,10,10,4,7,5,9,5,7,10,13,11,19,6,5,9,14,12,11,8,10,14,14,12,9,3,6,12,5,10,8,8,8,8,8,14,13,9,9,16,9,5,15,6,9,7,10,13,9,9,12,7,8,4,9,6,3,4,5,2,5,4,3,5,3,3,3,1,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0
Oldpark_U,N21000178,1774,17,19,29,18,18,25,22,20,31,30,20,22,28,25,21,15,20,20,25,26,15,18,26,28,27,33,29,29,21,29,31,34,31,35,29,35,26,28,30,18,24,27,20,13,18,18,21,17,20,13,17,17,18,25,17,22,26,26,26,21,23,22,15,19,13,18,15,16,12,10,15,17,15,15,4,14,11,13,15,6,6,14,8,5,19,7,5,3,0,4,2,0,2,0,1,0,0,1,0,0,0,886,9,6,18,8,8,13,15,12,13,15,6,8,15,11,9,5,9,10,15,15,5,8,9,17,13,18,15,22,9,16,20,16,16,17,16,12,12,18,18,7,13,9,10,7,9,14,13,9,10,8,9,7,10,12,10,7,8,14,10,13,8,8,9,9,4,8,8,9,5,1,3,10,8,6,2,4,5,7,9,3,0,9,6,4,15,7,3,3,0,2,1,0,2,0,1,0,0,1,0,0,0,888,8,13,11,10,10,12,7,8,18,15,14,14,13,14,12,10,11,10,10,11,10,10,17,11,14,15,14,7,12,13,11,18,15,18,13,23,14,10,12,11,11,18,10,6,9,4,8,8,10,5,8,10,8,13,7,15,18,12,16,8,15,14,6,10,9,10,7,7,7,9,12,7,7,9,2,10,6,6,6,3,6,5,2,1,4,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Castle_A,N21000179,1699,19,17,19,14,16,21,30,19,11,13,25,23,22,21,22,14,18,26,17,24,19,14,12,21,25,30,26,34,30,32,27,26,19,23,24,24,20,20,23,26,28,22,34,25,14,21,19,23,16,24,18,31,18,24,30,22,27,26,21,23,20,26,23,17,24,15,13,18,11,12,7,11,23,10,11,9,11,8,13,9,14,8,11,5,8,4,6,6,4,1,2,3,1,1,2,0,0,0,0,0,0,857,8,6,11,7,8,7,18,9,4,8,16,9,14,13,15,8,9,15,7,14,7,7,8,10,12,15,11,18,17,12,14,11,9,15,14,10,12,8,10,11,15,7,16,12,9,10,11,8,9,13,10,14,9,12,14,13,16,15,9,12,8,14,10,9,14,4,6,9,6,4,4,5,10,7,5,4,4,3,9,5,7,6,4,5,3,4,2,5,3,0,0,3,1,1,2,0,0,0,0,0,0,842,11,11,8,7,8,14,12,10,7,5,9,14,8,8,7,6,9,11,10,10,12,7,4,11,13,15,15,16,13,20,13,15,10,8,10,14,8,12,13,15,13,15,18,13,5,11,8,15,7,11,8,17,9,12,16,9,11,11,12,11,12,12,13,8,10,11,7,9,5,8,3,6,13,3,6,5,7,5,4,4,7,2,7,0,5,0,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0
Castle_B,N21000180,1938,23,31,29,31,35,18,35,24,27,26,25,23,33,18,22,21,24,20,23,28,19,13,15,19,25,44,19,29,39,26,28,31,27,17,31,35,26,31,35,27,32,27,35,27,30,22,23,16,30,25,13,29,23,25,25,24,13,30,11,16,31,26,26,28,23,11,10,18,16,15,18,14,18,23,15,10,7,5,14,13,5,5,7,8,6,7,7,6,3,3,6,1,0,0,3,1,0,0,1,0,0,1014,17,16,14,18,16,4,16,11,11,14,14,12,14,9,11,7,12,14,6,16,9,6,10,8,14,31,8,15,27,12,15,17,14,11,17,20,17,16,17,16,17,9,18,14,15,15,7,9,15,15,7,17,13,12,12,13,7,9,6,10,18,10,16,18,12,8,4,8,8,7,9,7,8,12,8,5,2,4,10,8,1,2,5,5,3,5,5,3,2,1,4,1,0,0,3,0,0,0,0,0,0,924,6,15,15,13,19,14,19,13,16,12,11,11,19,9,11,14,12,6,17,12,10,7,5,11,11,13,11,14,12,14,13,14,13,6,14,15,9,15,18,11,15,18,17,13,15,7,16,7,15,10,6,12,10,13,13,11,6,21,5,6,13,16,10,10,11,3,6,10,8,8,9,7,10,11,7,5,5,1,4,5,4,3,2,3,3,2,2,3,1,2,2,0,0,0,0,1,0,0,1,0,0
Castle_C,N21000181,1744,21,22,23,18,25,30,16,29,17,24,26,24,20,20,14,18,15,13,15,18,14,12,24,19,27,29,27,28,24,19,33,43,31,30,32,33,23,22,32,21,18,31,17,31,23,23,21,29,15,16,20,26,22,21,16,24,22,25,17,12,13,15,21,19,15,19,13,13,12,11,12,13,13,17,16,13,19,15,10,14,12,5,10,4,10,3,4,5,12,5,4,3,4,2,5,1,0,1,0,1,0,919,12,10,13,10,12,18,11,19,6,11,16,11,9,10,7,9,9,5,8,11,9,6,12,8,13,16,10,16,12,10,15,22,12,15,23,24,10,14,17,10,9,19,10,18,11,12,10,14,8,7,7,15,14,8,8,12,6,11,11,8,5,6,9,12,8,10,5,8,4,8,8,11,7,7,9,9,9,4,5,11,8,3,6,2,5,2,2,4,8,1,3,2,2,2,3,1,0,0,0,1,0,825,9,12,10,8,13,12,5,10,11,13,10,13,11,10,7,9,6,8,7,7,5,6,12,11,14,13,17,12,12,9,18,21,19,15,9,9,13,8,15,11,9,12,7,13,12,11,11,15,7,9,13,11,8,13,8,12,16,14,6,4,8,9,12,7,7,9,8,5,8,3,4,2,6,10,7,4,10,11,5,3,4,2,4,2,5,1,2,1,4,4,1,1,2,0,2,0,0,1,0,0,0
Castle_D,N21000182,1799,16,15,24,16,24,18,16,34,20,26,31,31,30,25,30,27,19,25,27,17,13,12,15,18,20,20,24,21,9,9,16,17,9,12,13,16,16,23,16,20,28,27,21,17,24,22,20,31,13,25,24,17,20,30,25,33,26,25,34,31,25,25,25,27,36,24,24,23,22,18,22,10,18,22,20,22,19,7,18,16,9,12,11,10,10,7,8,3,7,3,6,1,4,1,0,0,0,1,0,0,0,920,6,10,12,9,11,8,9,19,10,9,15,19,16,10,20,12,9,13,11,11,4,5,5,8,8,10,16,12,6,3,9,6,6,4,5,8,9,9,10,15,15,15,10,7,9,11,9,16,7,16,12,10,10,14,15,19,9,14,16,15,11,13,16,13,21,9,14,10,8,9,11,5,10,8,12,9,8,4,9,11,7,6,8,7,6,5,4,2,5,3,5,1,3,0,0,0,0,1,0,0,0,879,10,5,12,7,13,10,7,15,10,17,16,12,14,15,10,15,10,12,16,6,9,7,10,10,12,10,8,9,3,6,7,11,3,8,8,8,7,14,6,5,13,12,11,10,15,11,11,15,6,9,12,7,10,16,10,14,17,11,18,16,14,12,9,14,15,15,10,13,14,9,11,5,8,14,8,13,11,3,9,5,2,6,3,3,4,2,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0
Castle_E,N21000183,1583,14,19,20,18,19,19,22,22,21,20,21,21,14,12,12,14,17,20,14,17,12,14,12,28,18,26,16,22,29,19,30,28,26,32,21,31,17,12,15,28,24,16,20,18,19,22,17,17,13,16,18,23,21,18,14,26,29,23,27,21,27,17,27,20,14,15,13,18,14,17,18,23,14,11,11,9,15,8,19,9,12,5,6,7,6,5,8,6,1,0,3,3,1,2,1,2,0,1,0,0,1,847,7,13,8,7,7,6,13,11,12,9,10,8,9,5,6,9,10,10,6,9,3,6,5,15,10,19,5,10,15,8,17,17,12,15,10,16,8,5,3,20,14,8,11,13,12,9,10,11,6,10,12,14,10,7,9,13,20,10,13,14,14,8,16,11,8,7,10,9,11,10,9,11,9,8,6,6,7,5,9,5,7,4,2,5,4,4,6,4,1,0,2,2,1,2,1,1,0,1,0,0,1,736,7,6,12,11,12,13,9,11,9,11,11,13,5,7,6,5,7,10,8,8,9,8,7,13,8,7,11,12,14,11,13,11,14,17,11,15,9,7,12,8,10,8,9,5,7,13,7,6,7,6,6,9,11,11,5,13,9,13,14,7,13,9,11,9,6,8,3,9,3,7,9,12,5,3,5,3,8,3,10,4,5,1,4,2,2,1,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0
Castle_F,N21000184,1382,19,14,13,17,14,13,17,14,21,21,27,21,20,22,16,17,12,23,17,12,11,12,8,11,18,17,13,8,12,5,14,10,13,12,8,26,9,15,13,21,13,19,16,14,24,17,15,15,23,24,20,18,20,16,20,24,14,19,19,27,25,21,18,14,21,18,13,14,14,21,12,13,14,19,15,25,17,6,11,14,10,8,9,4,7,6,6,6,2,3,3,4,1,2,2,0,0,0,0,0,1,711,7,7,5,8,7,11,9,7,11,7,12,11,14,9,6,8,4,9,9,9,3,7,4,3,12,9,5,3,7,1,7,3,6,7,4,16,4,9,5,8,4,11,9,7,11,11,9,8,15,12,10,12,10,8,11,11,6,11,8,16,11,11,11,3,16,8,7,8,8,8,6,9,10,8,10,11,10,3,7,9,7,4,3,3,3,4,3,3,1,3,2,3,1,1,2,0,0,0,0,0,1,671,12,7,8,9,7,2,8,7,10,14,15,10,6,13,10,9,8,14,8,3,8,5,4,8,6,8,8,5,5,4,7,7,7,5,4,10,5,6,8,13,9,8,7,7,13,6,6,7,8,12,10,6,10,8,9,13,8,8,11,11,14,10,7,11,5,10,6,6,6,13,6,4,4,11,5,14,7,3,4,5,3,4,6,1,4,2,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0
Castle_G,N21000185,2416,22,33,31,33,36,40,37,27,31,29,37,29,34,38,32,26,40,23,20,28,21,24,24,28,24,27,19,18,36,27,26,17,32,29,36,46,39,45,36,36,38,30,28,26,20,26,28,25,38,23,30,35,30,44,31,39,48,29,31,38,35,37,37,29,31,30,23,28,27,24,10,20,22,16,16,11,18,11,20,9,6,17,15,8,6,9,8,11,8,7,4,5,2,1,0,0,0,1,0,1,0,1235,12,19,14,18,14,22,23,9,12,13,22,10,18,17,12,15,18,9,8,9,8,10,13,14,12,10,11,10,17,10,13,7,22,20,21,21,22,27,22,16,18,16,14,17,7,13,17,13,19,11,17,20,18,25,17,17,17,16,17,20,18,20,16,16,15,12,14,12,10,10,8,11,14,11,10,7,12,5,10,4,3,12,10,6,2,7,6,9,2,5,3,1,2,1,0,0,0,1,0,1,0,1181,10,14,17,15,22,18,14,18,19,16,15,19,16,21,20,11,22,14,12,19,13,14,11,14,12,17,8,8,19,17,13,10,10,9,15,25,17,18,14,20,20,14,14,9,13,13,11,12,19,12,13,15,12,19,14,22,31,13,14,18,17,17,21,13,16,18,9,16,17,14,2,9,8,5,6,4,6,6,10,5,3,5,5,2,4,2,2,2,6,2,1,4,0,0,0,0,0,0,0,0,0
Castle_H,N21000186,2422,15,21,23,28,22,26,27,23,27,34,25,29,34,30,28,24,30,31,36,24,22,22,31,22,27,10,14,28,21,35,37,21,26,28,27,31,38,25,36,24,32,42,25,27,28,26,35,32,29,38,26,34,43,35,39,40,37,37,51,39,39,23,35,34,30,25,37,36,25,23,22,15,25,18,15,24,18,13,11,18,10,14,8,16,14,12,13,11,17,13,13,7,7,2,6,3,4,3,4,1,1,1237,8,10,6,17,9,7,19,10,15,15,13,12,16,15,9,13,16,20,18,15,13,8,13,6,12,5,3,16,9,23,18,6,12,15,11,16,21,10,15,11,18,24,14,8,15,13,25,15,15,20,11,17,26,17,16,18,20,18,24,24,17,12,21,16,13,7,17,16,15,12,14,10,11,6,7,13,10,5,8,9,6,11,6,10,9,5,9,9,14,10,11,5,7,2,5,3,4,2,4,1,1,1185,7,11,17,11,13,19,8,13,12,19,12,17,18,15,19,11,14,11,18,9,9,14,18,16,15,5,11,12,12,12,19,15,14,13,16,15,17,15,21,13,14,18,11,19,13,13,10,17,14,18,15,17,17,18,23,22,17,19,27,15,22,11,14,18,17,18,20,20,10,11,8,5,14,12,8,11,8,8,3,9,4,3,2,6,5,7,4,2,3,3,2,2,0,0,1,0,0,1,0,0,0
Castle_J,N21000187,2444,26,29,18,26,29,19,31,28,21,22,40,31,39,43,32,29,32,41,23,26,32,20,29,15,26,18,26,26,33,21,26,20,27,32,26,29,29,30,29,33,33,32,33,29,19,28,32,33,33,34,35,28,36,33,47,49,34,31,36,43,34,32,28,33,35,47,39,29,22,17,34,29,24,20,18,24,26,15,19,11,12,9,10,9,18,15,5,10,7,4,5,5,6,0,2,0,1,0,0,0,0,1256,11,12,4,11,12,10,23,12,7,9,20,12,24,27,15,11,18,17,12,15,16,13,18,6,14,15,11,7,13,11,16,14,14,13,13,11,15,16,16,14,20,17,18,12,9,19,19,19,20,18,16,15,20,20,22,25,17,16,16,21,15,17,18,21,21,25,19,12,12,9,15,16,10,9,10,10,14,9,9,5,5,7,5,7,11,10,3,6,5,1,5,4,3,0,0,0,1,0,0,0,0,1188,15,17,14,15,17,9,8,16,14,13,20,19,15,16,17,18,14,24,11,11,16,7,11,9,12,3,15,19,20,10,10,6,13,19,13,18,14,14,13,19,13,15,15,17,10,9,13,14,13,16,19,13,16,13,25,24,17,15,20,22,19,15,10,12,14,22,20,17,10,8,19,13,14,11,8,14,12,6,10,6,7,2,5,2,7,5,2,4,2,3,0,1,3,0,2,0,0,0,0,0,0
